550,0
0,0
550,0
0,0
0,0
50,0
50,0
350,0
350,0
300,0
350,0
350,0
0,0
0,0
50,0
50,0
50,0
350,0
300,0
300,0
350,0
300,0
50,0
50,0
50,0
0,0
50,0
550,0
500,0
550,0
50,0
50,0
300,0
300,0
300,0
350,0
300,0
0,0
50,0
50,0
0,0
0,0
300,0
350,0
300,0
300,0
350,0
0,0
50,0
50,0
50,1
0,1
0,1
0,1
50,1
300,1
300,1
350,1
300,1
350,1
0,1
50,1
50,1
50,1
0,1
300,1
350,1
300,1
300,1
350,1
50,1
0,1
50,1
500,1
500,1
500,0
550,0
500,0
50,0
0,0
350,0
350,0
350,0
300,0
350,0
50,1
0,1
0,1
50,1
0,1
350,1
350,1
300,1
350,1
300,1
0,1
0,1
0,1
50,1
50,1
300,1
300,1
300,1
300,1
300,1
50,1
0,1
50,1
550,1
500,1
